"","dateCollected","TrapType","Species","Site","Sex","lat","lon","count"
"47",2019-08-30,"Ovisposition","Culex pipiens","A1","Female",-77.032687999112,38.9441324371425,2864
"48",2019-08-31,"Ovisposition","Culex pipiens","A1","Female",-77.032687999112,38.9441324371425,2896
"49",2019-09-01,"Ovisposition","Culex pipiens","A1","Female",-77.032687999112,38.9441324371425,2919
"50",2019-09-02,"Ovisposition","Culex pipiens","A1","Female",-77.032687999112,38.9441324371425,2938
"51",2019-07-15,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,10
"52",2019-07-16,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,12
"53",2019-07-17,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,15
"54",2019-07-18,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,19
"55",2019-07-19,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,24
"56",2019-07-20,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,31
"57",2019-07-21,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,35
"58",2019-07-22,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,41
"59",2019-07-23,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,47
"60",2019-07-24,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,56
"61",2019-07-25,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,64
"62",2019-07-26,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,75
"63",2019-07-27,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,83
"64",2019-07-28,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,94
"65",2019-07-29,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,108
"66",2019-07-30,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,132
"67",2019-07-31,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,148
"68",2019-08-01,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,169
"69",2019-08-02,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,214
"70",2019-08-03,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,271
"71",2019-08-04,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,297
"72",2019-08-05,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,374
"73",2019-08-06,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,414
"74",2019-08-07,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,520
"75",2019-08-08,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,618
"76",2019-08-09,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,680
"77",2019-08-10,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,780
"78",2019-08-11,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,900
"79",2019-08-12,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1006
"80",2019-08-13,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1087
"81",2019-08-14,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1280
"82",2019-08-15,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1392
"83",2019-08-16,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1469
"84",2019-08-17,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1679
"85",2019-08-18,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1847
"86",2019-08-19,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,1956
"87",2019-08-20,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2149
"88",2019-08-21,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2274
"89",2019-08-22,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2346
"90",2019-08-23,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2451
"91",2019-08-24,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2565
"92",2019-08-25,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2638
"93",2019-08-26,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2716
"94",2019-08-27,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2747
"95",2019-08-28,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2793
"96",2019-08-29,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2825
"97",2019-08-30,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2871
"98",2019-08-31,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2896
"99",2019-09-01,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2917
"100",2019-09-02,"Ovisposition","Culex pipiens","A2","Female",-77.0652786521142,38.8734359943354,2930
"101",2019-07-15,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,10
"102",2019-07-16,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,11
"103",2019-07-17,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,14
"104",2019-07-18,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,17
"105",2019-07-19,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,20
"106",2019-07-20,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,24
"107",2019-07-21,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,31
"108",2019-07-22,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,39
"109",2019-07-23,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,47
"110",2019-07-24,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,60
"111",2019-07-25,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,67
"112",2019-07-26,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,83
"113",2019-07-27,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,97
"114",2019-07-28,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,120
"115",2019-07-29,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,148
"116",2019-07-30,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,168
"117",2019-07-31,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,198
"118",2019-08-01,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,246
"119",2019-08-02,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,272
"120",2019-08-03,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,319
"121",2019-08-04,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,358
"122",2019-08-05,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,398
"123",2019-08-06,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,472
"124",2019-08-07,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,590
"125",2019-08-08,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,667
"126",2019-08-09,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,789
"127",2019-08-10,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,862
"128",2019-08-11,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,942
"129",2019-08-12,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1067
"130",2019-08-13,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1237
"131",2019-08-14,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1453
"132",2019-08-15,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1562
"133",2019-08-16,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1781
"134",2019-08-17,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1855
"135",2019-08-18,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,1982
"136",2019-08-19,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2141
"137",2019-08-20,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2293
"138",2019-08-21,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2422
"139",2019-08-22,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2520
"140",2019-08-23,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2573
"141",2019-08-24,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2616
"142",2019-08-25,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2681
"143",2019-08-26,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2711
"144",2019-08-27,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2781
"145",2019-08-28,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2835
"146",2019-08-29,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2865
"147",2019-08-30,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2892
"148",2019-08-31,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2915
"149",2019-09-01,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2932
"150",2019-09-02,"Ovisposition","Culex pipiens","A3","Female",-77.0617430477537,38.937801801092,2950
"151",2019-07-15,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,10
"152",2019-07-16,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,12
"153",2019-07-17,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,14
"154",2019-07-18,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,16
"155",2019-07-19,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,19
"156",2019-07-20,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,24
"157",2019-07-21,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,29
"158",2019-07-22,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,37
"159",2019-07-23,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,45
"160",2019-07-24,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,50
"161",2019-07-25,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,61
"162",2019-07-26,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,72
"163",2019-07-27,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,88
"164",2019-07-28,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,97
"165",2019-07-29,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,108
"166",2019-07-30,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,138
"167",2019-07-31,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,160
"168",2019-08-01,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,188
"169",2019-08-02,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,237
"170",2019-08-03,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,286
"171",2019-08-04,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,344
"172",2019-08-05,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,401
"173",2019-08-06,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,500
"174",2019-08-07,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,624
"175",2019-08-08,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,765
"176",2019-08-09,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,856
"177",2019-08-10,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,918
"178",2019-08-11,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,1108
"179",2019-08-12,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,1206
"180",2019-08-13,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,1374
"181",2019-08-14,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,1544
"182",2019-08-15,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,1738
"183",2019-08-16,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,1907
"184",2019-08-17,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2034
"185",2019-08-18,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2172
"186",2019-08-19,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2281
"187",2019-08-20,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2354
"188",2019-08-21,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2481
"189",2019-08-22,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2589
"190",2019-08-23,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2625
"191",2019-08-24,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2683
"192",2019-08-25,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2724
"193",2019-08-26,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2761
"194",2019-08-27,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2819
"195",2019-08-28,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2849
"196",2019-08-29,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2883
"197",2019-08-30,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2902
"198",2019-08-31,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2930
"199",2019-09-01,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2943
"200",2019-09-02,"Ovisposition","Culex pipiens","A4","Female",-77.114367295396,38.951140396581,2959
"201",2019-07-15,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,10
"202",2019-07-16,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,12
"203",2019-07-17,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,14
"204",2019-07-18,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,18
"205",2019-07-19,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,22
"206",2019-07-20,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,25
"207",2019-07-21,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,28
"208",2019-07-22,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,36
"209",2019-07-23,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,42
"210",2019-07-24,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,51
"211",2019-07-25,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,64
"212",2019-07-26,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,80
"213",2019-07-27,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,102
"214",2019-07-28,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,127
"215",2019-07-29,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,147
"216",2019-07-30,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,168
"217",2019-07-31,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,186
"218",2019-08-01,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,223
"219",2019-08-02,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,278
"220",2019-08-03,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,317
"221",2019-08-04,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,368
"222",2019-08-05,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,402
"223",2019-08-06,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,495
"224",2019-08-07,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,585
"225",2019-08-08,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,672
"226",2019-08-09,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,733
"227",2019-08-10,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,855
"228",2019-08-11,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,926
"229",2019-08-12,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,994
"230",2019-08-13,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1089
"231",2019-08-14,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1200
"232",2019-08-15,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1329
"233",2019-08-16,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1479
"234",2019-08-17,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1608
"235",2019-08-18,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1809
"236",2019-08-19,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,1890
"237",2019-08-20,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2039
"238",2019-08-21,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2123
"239",2019-08-22,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2200
"240",2019-08-23,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2376
"241",2019-08-24,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2486
"242",2019-08-25,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2549
"243",2019-08-26,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2594
"244",2019-08-27,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2678
"245",2019-08-28,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2718
"246",2019-08-29,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2779
"247",2019-08-30,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2821
"248",2019-08-31,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2845
"249",2019-09-01,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2883
"250",2019-09-02,"Ovisposition","Culex pipiens","A5","Female",-77.0588437544316,38.9259760065283,2904
"251",2019-07-15,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,10
"252",2019-07-16,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,13
"253",2019-07-17,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,15
"254",2019-07-18,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,19
"255",2019-07-19,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,24
"256",2019-07-20,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,29
"257",2019-07-21,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,37
"258",2019-07-22,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,47
"259",2019-07-23,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,60
"260",2019-07-24,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,75
"261",2019-07-25,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,90
"262",2019-07-26,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,101
"263",2019-07-27,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,117
"264",2019-07-28,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,133
"265",2019-07-29,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,157
"266",2019-07-30,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,188
"267",2019-07-31,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,216
"268",2019-08-01,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,246
"269",2019-08-02,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,282
"270",2019-08-03,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,359
"271",2019-08-04,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,453
"272",2019-08-05,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,528
"273",2019-08-06,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,600
"274",2019-08-07,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,702
"275",2019-08-08,"Ovisposition","Culex pipiens","A6","Female",-77.0450038841594,38.9342551459605,797
